artist,song_id,title,url,lyrics,year
​yeule,7293437,Bites on My Neck,https://genius.com/Yeule-bites-on-my-neck-lyrics,"21 ContributorsTranslationsУкраїнськаBites on My Neck Lyrics
Bites on my neck from your mouth
Wide open holding my head down
Took ten lines to feel this numb
All while you healed my sick heart
When I was stuck in the dark
You gave me a sickness so blue

I had to walk into the fire to know how to feel
(I had to walk into the fire to know how to)
(I had to walk into the fire to know how to)

Bites on my neck
I'm still bleeding through
All the bruises you
Left on me, you knew
(I'm dead)
Bites on my neck
I'm still bleeding through
All the bruises you
Left on me, you knew
(I'm dead)

You know that I could have
Loved you with my bare hands
Uh!
You know that I could have
Killed you with my bare hands
You might also like
Bites on my neck from your mouth
Wide open, holding my head down
(How to feel? How to feel? How to feel?)
Took ten lines to feel this numb
All while you healed my sick heart
(How to feel? How to feel? How to feel? How to feel?)

Didn't know what
Didn't know what I want
Let you bite into
What I was to you (Was to you)

You know that I could have
Killed you with my bare hands

Bites on my neck
I'm still bleeding through
All the bruises you
Left on me, you knew
All the bruises you
Left on me, you knew
All the bruises you
Left on me, you knew
You know that I could have
Loved you with my bare hands
Uh!
You know that I could have
Killed you with my bare hands

Bites on my neck from your mouth
Wide open, holding my head down
(How to feel? How to feel? How to feel?)
Took ten lines to feel this numb
All while you healed my sick heart
(How to feel? How to feel? How to feel?)

Love you, 10,000 years
Love you, then disappears
Love you, then stabs my back (I've seen it all, I've seen it all, yeah)
Love you, then leaves a wreck
Love you, 10,000 years
Love you, then disappears
Love you, I do, I do, love you
How could you?
I've seen it all, I've seen it all, I seen it all, I seen it all, I seen it all
I'm in the dark, I'm in the dark, I'm in the dark
I'm in the dark, I'm in the dark (Come in the dark, yeah, come on)
(Yeah)
(I had to walk into the fire to know how to feel)
(I had to walk into the fire to know how to feel)4Embed",2022
Grace Ives,8017186,Shelly,https://genius.com/Grace-ives-shelly-lyrics,"6 ContributorsShelly LyricsShe looks like Shelly in the diner
She's got the red lip liner
She leans her weight against the counter
I've gotta ask about her hours
She looks like Shelly in the diner
She's got the red lip liner
Oh major major, 9er 9er
I wanna 1 2 3 4 5 her
Think I'm in love
Think I'm in love
I'll send a lever to my lover
I'm gonna lift him up and love her
I feel a rush, I feel inspired
I'm gonna put her on my rider
I wanna buy her amaryllis
Wanna sing her ""you'rе the illest""
Wonder what shе wants for her dinner
She's really got me looking inward
Think I'm in love
Think I'm in love
You might also likeI think I'm in love
With Shelly in the diner
Think I'm in love
Yeah, Yeah
Yeah, yeahEmbed",2022
Big Thief,4963226,Spud Infinity,https://genius.com/Big-thief-spud-infinity-lyrics,"36 ContributorsSpud Infinity Lyrics
What's it gonna take?
What's it gonna take?
What's it gonna take
To free the celestial body?

From way up there, it looks so small
From way down here, it looks so small
One peculiar organism aren't we all together?
Everybody steps on ants
Everybody eats the plants
Everybody knows to dance, even with just one finger

What's it gonna take?
What's it gonna take?
What's it gonna take
To free the celestial body?

When I took another look
The past was not a history book
That was just some linear perception
Ash to ask and dust to dusk
A dime a dozen, aren't we just?
But a dozen dimes will buy a crust of garlic bread
You might also like
What's it gonna take?
What's it gonna take?
What's it gonna take
To free the celestial body?

When I say celestial
I mean extraterrestrial
I mean accepting the alien you've rejected in your own heart
When I say heart, I mean finish
The last one there is a potato knish
Baking too long in the sun of Spud Infinity
When I say infinity, I mean now
Kiss the one you are right now
Kiss your body up and down, other than your elbows
'Cause as for your elbows, they're on their own
Wandering like a rolling stone
Rubbing up against the edges of experience

What's it gonna take?
What's it gonna take?
What's it gonna take?
What's it gonna take
To free the celestial body?
Woo2Embed",2022
Chief Keef,7477673,Bitch Where,https://genius.com/Chief-keef-bitch-where-lyrics,"39 ContributorsBitch Where Lyrics
Made it out the Chi', if I didn't, wouldn't see today
It's a setback, everytime I see the cage
You got warfare, if you do then we can play
It got real dark, I'm like ""Bro, I see the way""
It can be Nacho Cheese, my lil shorty Frito-Lay
I look both ways crossin' the streets and that shit still wasn't safe
I don't go to church, man, damn I need to pray
S-O-S-A, B-A-B-Y, gang
Eff, eff, eff, how that pound smell? (Gang, gang, gang)
We don't know you boy, get your ass from 'round here (Gang, gang)
For the round table, I went bought some round chairs (Gang, gang)
Fendi, Louwop and Guwop, my lounge gear (Bang, bang)
At the gun range, sound checkin', it's sound clear (Bang, bang)
She want the Guwop, the Louwop, I don't wear (Bang, bang)
Tell your man, bop, bop, bop, don't go therе (Bang, bang, bang)
I'm in a church, and I'm tryna get my soul clear
Wrote my namе on the wall, hope it don't smear
Said ""I love you"" forty times, I was sincere
He poppin' out with same clothes that my bitch wear
Dirty hoe said I was broke, and I said ""Bitch, where?""
All my exes missing out, they need to get here
All these bitches up in my hair like some L'Oréal
Bro got booked in 2011, it feel like forty years
This Chicago, nigga
See Chief Keef LiveGet tickets as low as $102You might also like
Hi, lil' Keith, Granny is so proud of you
Goin' on with your life, go down to my house and kept going
Granny just love it, keep going, baby, keep going
Granny just love how you move and doing yourself, and doing yourself well
Thank God2Embed",2022
Charli xcx,7637515,Constant Repeat,https://genius.com/Charli-xcx-constant-repeat-lyrics,"59 ContributorsTranslationsEspañolPortuguêsPolskiItalianoBahasa IndonesiaConstant Repeat Lyrics
(Ooh-oh-oh, ooh-oh-oh)
(Ooh-oh-oh, ooh-oh-oh)
Oh-oh-oh-oh-oh (Bad girl if you wanted)

I'm focused on you, you're all on me too
I'm cute and I'm rude, and you like what I do
You said I run through your mind, so I put love on the line
I scared you away, you missed the chance of a lifetime

When you're lonely
Are you ever thinking 'bout the magic in me?
Do you wish I was yours?
When you're lonely (When you're lonely)
Am I ever on your mind on constant repeat?
Is it me that you want?

Do you realize I could've been the one to change your life?
You could've had a bad girl by your side
You could've had a bad girl
Could've had a bad girl if you wanted (Bad girl)
Do you even know the reasons why you had to let me go?
(Do you know?)
You could've had a bad girl by your side
You could've had a bad girl
Could've had a bad girl if you wanted (Bad girl)
See Charli xcx LiveGet tickets as low as $62You might also like
I'm focused on you, you're all on me too
Told you I'm cute and I'm rude with kinda rare attitude
You said I'm still on your mind, but now I don't have the time
You should've been brave, you missed the chance of a lifetime

When you're lonely
Are you ever thinking 'bout the magic in me?
Do you wish I was yours?
When you're lonely (When you're lonely)
Am I ever on your mind on constant repeat?
Is it me that you want?

Do you realize I could've been the one to change your life?
You could've had a bad girl by your side
You could've had a bad girl
Could've had a bad girl if you wanted (Bad girl)
Do you even know the reasons why you had to let me go?
(Do you know?)
You could've had a bad girl by your side
You could've had a bad girl
Could've had a bad girl if you wanted (Bad girl)

Got me on repeat, got me on repeat
Got me on repeat, got me on repeat-peat
Got me on repeat, got me on repeat
Got me on repeat, got me on repeat-peat (Got me on repeat)
Got me on repeat, got me on repeat (Got me on repeat)
Got me on repeat, got me on repeat-peat (Got me on repeat)
Got me on repeat, got me on repeat (Got me on repeat)
Got me on repeat, got me on repeat-peat (Got me on repeat)10Embed",2022
Ice Spice,8271095,Munch (Feelin’ U),https://genius.com/Ice-spice-munch-feelin-u-lyrics,"69 ContributorsTranslationsPolskiEspañolMunch (Feelin’ U) Lyrics
Grrah
(Stop playin' with ’em, RIOT)
Grrah

You thought I was feelin' you? (Nah)
That nigga a munch
Nigga a eater, he ate it for lunch
Bitch, I'm a baddie, I get what I want, like
You thought I was feelin’ you? (Nah, thought I was feelin' you?)
That nigga a munch
Nigga a eater, he ate it for lunch
Bitch, I'm a baddie, I get what I want, like (Get what I want, like)

Bitches ain't bad, let's keep it a bean
Know they be mad that I be on the scene
Ass too fat, can't fit in no jeans
You was my stitch, but it's not what it seem
I got that wetty, I'm keepin’ it clean
Fuckin’ with niggas that's totin’ a beam (Grrah)
Sayin' you love me, but what do you mean? (Grrah)
Pretty as fuck and he like that I'm mean
Baddest bitch out, you shittin' me? (Shittin’ me)
If you ain't a baddie, can't sit with me (Sit with mе)
I swear that these bitchеs my mini-me's (Mini-me, grrah, grrah)
He wanna sex, niggas be dreamin'
I'm from the X, niggas be schemin'
I'm on they necks, they is not breathin'
Thumbin' a check, blow it in Neiman's
You might also like
You thought I was feelin' you? (Nah)
That nigga a munch
Nigga a eater, he ate it for lunch
Bitch, I'm a baddie I get what I want, like
You thought I was feelin' you? (Nah)
That nigga a munch
Nigga a eater, he ate it for lunch
Bitch, I'm a baddie I get what I want, like (Get what I want, like)

Bitch, I'm a baddie, I get what I please
You know my body, I do it with ease
He want my body, he tellin' me, ""Please"" (Grrah)
I'm walkin' past him, he sniffin' my breeze
He jackin' me, but he not my boo (Grrah)
He like the jewelry I wear on my boobs
How can I link you when I got a shoot? (Huh?)
Don't want your love, I just want the blue (Huh?)
Grabbin' my ass while I'm doin' my dance
She keep on starin' 'cause shorty a fan (Damn)
Gotta stick to the plan
He mad as fuck, I won't give him a chance
But still he gon' do what I say (Do what I say)
I swear I be stuck in my ways (Stuck in my ways)
But still he gon' do what I say (Do what I say)
I swear I be stuck in my ways (Grrah)
You thought I was feelin' you? (Nah)
That nigga a munch
Nigga a eater, he ate it for lunch
Bitch, I'm a baddie I get what I want, like
You thought I was feelin' you? (Nah)
That nigga a munch
Nigga a eater, he ate it for lunch
Bitch, I'm a baddie I get what I want, like10Embed",2022
Jockstrap,8101248,Greatest Hits,https://genius.com/Jockstrap-greatest-hits-lyrics,"23 ContributorsTranslations日本語Greatest Hits Lyrics
In every room
Sonic boom
And in the Woom Room
It's Greatest Hits, and I ain't tryna hide it

I believe in dreams
Do you?

For the first time
I like it when he's inside
Thinking about the next time
He's coming round to mine

I believe in dreams
Do you?
How does it feel?
Fever in the night
Dreamin' in the dark
See you on the other side

Baby, you know I could go on
So play me one more song
You might also like
Imagine I'm Madonna
Imagine I'm the Madonna
Dressed in bluе
No, dressed in pink
Gabbana
Feathеr boa
Marie Antoinette
You wanna know her
Riding in a limousine

I believe in dreams
Do you?
How does it feel?
Fever in the night
Dreamin' in the dark
See you on the other side

Just wanted to feel what you feel inside
(Get a car, ride)
Come to me on the third floor
Want you to know what I know in my mind
(Come on, baby, speedy, quick)
Sit with me on the roof top
I wanna see what you see through your eyes
(Come on, baby, baby blue)
Come to me on the third floor1Embed",2022
Soccer Mommy,7825110,Shotgun,https://genius.com/Soccer-mommy-shotgun-lyrics,"22 ContributorsShotgun Lyrics
Fogged up the windows in the back
Coffee and menthol on your breath
Uppers and my heart never meshed
I hated coming down
But this feels the same without the bad things

So whenever you want me I'll be around
I'm a bullet in a shotgun waiting to sound
Whenever you want me I'll be around
I'm a bullet in a shotgun waiting to sound
Oh, yeah

Cold beer and ice cream is all we keep
The only things we really need
'Cause I like dessert and alcohol
And watching as you get
Drunk and you're stumbling in the hall

So whenever you want me I'll be around
I'm a bullet in a shotgun waiting to sound
Whenever you want me I'll be around
I'm a bullet in a shotgun waiting to sound
Oh, yeah
See Soccer Mommy LiveGet tickets as low as $47You might also like
Look at your blue eyes like the stars
Stuck in the headlights of a car
You know I'll take you as you are
As long as you do me
So just let me lay here in your arms

And whenever you want me I'll be around
I'm a bullet in a shotgun waiting to sound
Whenever you want me I'll be around
I'm a bullet in a shotgun waiting to sound
Whenever you want me I'll be around
I'm a bullet in a shotgun waiting to sound
Whenever you want me I'll be around
I'm a bullet in a shotgun waiting to sound
Oh, yeahEmbed",2022
Steve Lacy,8145689,Bad Habit,https://genius.com/Steve-lacy-bad-habit-lyrics,"102 ContributorsTranslationsEspañolPortuguês한국어РусскийBad Habit Lyrics
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me

What you, ooh, uh, what you do?
Made a move, could've made a move
If I knew I'd be with you
Is it too late to pursue?

I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

I wish I knew
I wish I knew you wanted me (I wish I knew)
I wish I knew (Oh)
I wish I knew you wanted me
I wish I knew (Yeah)
I wish I knew you wanted me (Oh)
I wish I knew
I wish I knew you wanted me
You might also like
Please say to me (Please just say to me)
If you still want it
I wish you wouldn't play with me
I wanna know (I wanna know)

Can I bite your tongue like my bad habit?
Would you mind if I tried to make a pass at it?
No, you're not too good for me, my dear
Funny you come back to me, my dear
It's okay, things happen for
Reasons that I can't ignore, yeah

I wish I knew
I wish I knew you wanted me
I wish I knew (Wish I knew)
I wish I knew you wanted me (Oh)

You can't surprise a Gemini (I wish I knew)
I'm everywhere, I'm cross-eyed, and (I wish I knew you wanted me)
Now that you're back, I can't decide (I wish I knew)
If I decide if you're invited (I wish I knew you wanted me)
You always knew the way to wow me
Fuck around, get tongue-tied, and
I turn it on, I make it rowdy
Then carry on, but I'm not hidin'
You grabbin' me hard 'cause you know what you found
It's biscuits, it's gravy, babe

You can't surprise a Gemini
But you know it's biscuits, it's gravy, babe
I knew you'd come back around
'Cause you know it's biscuits, it's gravy, babe
Let's fuck in the back of the mall, lose control
Go stupid, go crazy, babe
I know I'll be in your heart 'til the end
You'll miss me, don't beg me, babe25Embed",2022
Cate Le Bon,7281892,Moderation,https://genius.com/Cate-le-bon-moderation-lyrics,"12 ContributorsModeration Lyrics
I get by
One eye on the sky
But I can't put my finger on it
I want to cry, I'm out of my mind
Trying to figure it out

Moderation
I can't have it
I don't want it
I want to touch it

Picture the party where you're standing on a modern age
I was in trouble with a habit of years
And I try to relate

Ah, ah, ah-ah, ah
Oh, oh, oh
Ah, ah, ah-ah, ah

I get by pushing poets aside
Cause they can't beat the Mother of Pearl
I quit the earth
I'm out of my mind
And the fruit of it all
You might also like
Moderation
I can't have it
I don't want it
I want to touch it

Picture the party where you're standing on a modern age
I was in trouble with a habit of yеars
And I try to relate
To the mеss I made

Tethered to a mess
Tethered to a mess
Tethered to a mess
Tethered to a mess

Picture the party where you're standing on a modern age
I was in trouble with the habit of years
And I try to relate

Ah, ah, ah-ah, ah
Oh, oh, oh
Ah, ah, ah-ah, ah
Oh, oh, oh
Ah, ah, ah-ah, ah
Oh, oh, oh
Ah, ah, ah-ah, ah
Oh, oh, oh
Ah, ah, ah-ah, ah
Oh, oh, oh
Ah, ah, ah-ah, ah
Oh, oh, oh
Ah, ah, ah-ahEmbed",2022
Burna Boy,7989684,Last Last,https://genius.com/Burna-boy-last-last-lyrics,"59 ContributorsLast Last Lyrics
E don cast, last last
Na everybody go chop breakfast
Shayo, na lie
Shayo, Igbo

You go bow for the result, o
Nothing to discuss, o, 'cause I dey win by default
And without any doubt, o
Omo, me, I be adult, o, I no go fit take your
I no go fit take your insult, o
Omo mind as you dey talk, o, I put my life into my job
And I know I’m in trouble
She manipulate my love, o, mm
I no holy, and I no denge pose like Baba Fryo
My eye, o, don cry, o
I need Igbo and shayo (Shayo)

I need Igbo and shayo (Shayo)
I need Igbo and shayo (Shayo)
I need Igbo and shayo (Shayo)
Shayo (Shayo), shayo (Shayo)
I need Igbo and shayo (Shayo)
I need Igbo and shayo (Shayo)
I need Igbo and shayo (Shayo)
Shayo (Shayo), shayo (Shayo)
See Burna Boy LiveGet tickets as low as $80You might also like
I dey Port Harcourt when dem kill Soboma
I dey try to buy motor one Toyota Corolla
My feelings been dey swing like jangolova
Feelings been dey swing like jangolova
Now you crash your Ferrari for Lekki, Burna
Na small thing remain, it could have been all over
My feelings still dey swing like jangolova
Feelings still dey swing likе—
T-t-ti n ba ni ke juru, e juru
Omo, why to'o ki nfe ni suru?
Why you say I did nothing for you
Whеn I for do anything you want me to do?
Ti n ba ni ke juru, e juru (E juru)
Omo, why to'o ki nfe ni suru? (Ni suru)
Why you say I did nothing for you
When I for do anything you want me to do?
Maybe another time, maybe another life, you
Will be my wife and we’ll get it right
E don cast, last last
Na everybody go chop breakfast
Have to say bye-bye, o, bye-bye, o
To the love of my life
My eye, o, don cry, o
I need Igbo and shayo (Shayo)
I need Igbo and shayo (Shayo)
I need Igbo and shayo (Shayo)
I need Igbo and shayo (Shayo)
Shayo (Shayo), shayo (Shayo)
I need Igbo and shayo (Shayo)
I need Igbo and shayo (Shayo)
I need Igbo and shayo (Shayo)
Shayo (Shayo), shayo (Shayo)2Embed",2022
Weyes Blood,8366843,"It’s Not Just Me, It’s Everybody",https://genius.com/Weyes-blood-its-not-just-me-its-everybody-lyrics,"40 ContributorsIt’s Not Just Me, It’s Everybody Lyrics
Sitting at this party
Wondering if anyone knows me
Really sees who I am
Oh, it's been so long since I felt really known
Fragile in the morning
Can't hold on to much of anything
With this hole in my hand
I can't pretend that we always keep what we find
Oh yes, everybody splits apart sometimes

Living in the wake of overwhelming changes
We've all become strangers
Even to ourselves
We just can't help
We can't see from far away
To know that every wave might not be the same
But it's all a part of one big thing

Oh, it's not just me, it's not just me
It's not just me, it's everybody (Everybody)
Eh, eh

Everybody, everybody, everybody
You might also like
Mercy is the only
Cure for being so lonely
Has a time ever been more revealing
That the people are hurting?
Oh, it's not just me
I guess it's everybody
Yes, we all bleed the same way

Oh, it's not just me, it's not just me
It's not just me, it's everybody (Everybody)
Eh, eh, eh

Everybody, everybody, everybody
Everybody, everybody, everybody

Oh, it's not just me, it's not just me
It's not just me, it's everybody
It's not just me10Embed",2022
Two Shell,7616245,​​home,https://genius.com/Two-shell-home-lyrics,"4 Contributors​​home Lyrics
You
You

You keep me awake
It's where I want to be
Please don't let me sleep
On all my stalen dreams
You keep me awake
It's where I want to be
Please don't let me sleep
On all my stalen dreams

The winter has made me wanted more, oh
You can't walk away from me
I'm thinking about your childhood gift, oh
You can't walk away from me
The winter has made me wanted more, oh
You can't walk away from me
I'm thinking about your childhood gift, oh
You can't walk away from me

You'll never complete mе
Though I like your kind
Somehow it would change
Thе way we feel inside
You might also like
The winter has made me wanted more, oh
You can't walk away from me
I'm thinking about your childhood gift, oh
You can't walk away from me
Thinking about your childhood gift, oh
You can't walk away from me
Seems like I felt these walls before, oh
You can't walk away from me

You keep me awake
It's where I want to be
Please don't let me sleep
On all my stalen dreams
You keep me awake
It's where I want to be
Please don't let me sleep
On all my stalen dreams

The winter has made me wanted more, oh
You can't walk away from me
I'm thinking about your childhood gift, oh
You can't walk away from me
The winter has made me wanted more, oh
You can't walk away from me
I'm thinking about your childhood gift, oh
You can't walk away from me
You keep me awake
It's where I want to be
Please don't let me sleep
On all my stalen dreams

The winter has made me wanted more, oh
You can't walk away from me
I'm thinking about your childhood gift, oh
You can't walk away from me
I'm thinking about your childhood gift, oh
You can't walk away from me
Seems like I felt these walls before, oh
You can't walk away from me
(Away from me)Embed",2022
Monaleo & Flo Milli,7914114,We Not Humping (Remix),https://genius.com/Monaleo-and-flo-milli-we-not-humping-remix-lyrics,"12 ContributorsWe Not Humping (Remix) Lyrics
I ain't got shit for a broke-ass nigga
Ass too fat but my bag way bigger
Super slim waist, give me your face
Zip them pants up, stupid-ass nigga

Put that dick up, we not humpin'
Sky Zone, bitch, my block jumpin'
Jump out the black truck, we start dumpin'
In the field with a hundred bands, no trumpet
Main nigga just cut me off, fuck it
Nigga, stop talkin', just come suck it
When it's smoke, bet the opps gon' duck it
We kick smoke up, they kick buckets (Yeah, Leo)

Break up with your bitch it's over (Aww)
Pretty bitch but it gets scary, October (Uh-huh)
I'm not the bitch to play with, I told her (No)
When I get mad, I lose my composure (Bitch)
Hoes don't want no smoke, they want exposure (Uh-huh)
He wanna eat it again, just for closure (Uh-huh)
If he a slut I might let him come over (Ooh)
I'm all in his mouth like a goddamn molar (Uh-huh)
Full plate so I need me a big meal (Let's go)
Big boss so a bitch got big bills (Uh-huh)
Big Benz, back out with the big wheels (Go)
Big L-E-O, I'm a big deal
You might also like
Put that dick up, we not humpin'
Sky Zone, bitch, my block jumpin'
Jump out the black truck, we start dumpin'
In the field with a hundred bands, no trumpet
Main nigga just cut me off, fuck it
Nigga, stop talkin', just come suck it (Hahaha, no for real)
When it's smoke, bet the opps gon' duck it
We kick smoke up, they kick buckets (Flo Milli shit)

Ooh, he comin' off way too pushy (Uh, haha)
I hope he don't think he was gettin' this pussy (Hell nah)
Aw, he like his bitches psychotic (Yeah)
Sit on his face and explain why I'm toxic (Uh, eat that thing), uh
How you talk shit but ain't backin' it up? (Uh-huh)
Your pussy wack, send it back to the club (Haha)
I'm a boss bitch, I can't argue with mutts (What?)
Send it straight to the bank, I've been addin' it up (Money)
Get rid of his ass, I'm like, ""Get on"" (Goodbye)
Need a new nigga to shit on (Haha)
Look at these bitches, I can't take 'em serious (Hello)
I'm on your ass, just in case you was curious (Bitch, I'm on your ass)
Uh-oh, bitch, I hop out the bed with my mug on (Out the bed)
And his jit, he ain't somethin' I could love on
Damn, he talking 'bout cuffin' (What?)
He gotta be stupid to think we was fuckin' (Ah-ha)
Put that dick up, we not humpin'
Sky Zone, bitch, my block jumpin'
Jump out the black truck, we start dumpin'
In the field with a hundred bands, no trumpet
Main nigga just cut me off, fuck it
Nigga, stop talkin', just come suck it
When it's smoke, bet the opps gon' duck it
We kick smoke up, they kick buckets

Haha, haha
Wake up Mr. I can't get hard (Damn)
Wake up Mr. lick everywhere but the fuckin' clit (Huh)
Wake up Mr. I need a break after the first fuckin' round (What the fuck?)
Y'all be weak in the knees, stand up
Stand up!
Flo Milli shit, bitch
It's Leo6Embed",2022
Caroline Polachek,7080423,Billions,https://genius.com/Caroline-polachek-billions-lyrics,"77 ContributorsTranslationsFrançaisСрпскиPortuguêsItalianoBillions Lyrics
Psycho, priceless
Good in a crisis
Working the angles
Oh, billions
Sexting sonnets
Under the tables
Tangled in cables
Oh, billions
Salty (Ah), flavor (Ah)
Lies like a sailor
But he loves like a painter
Oh, billions

Hand it over (Ah), broker (Ah)
Give me the closure
He's a pearl, I'm the oyster
Oh, billions

Ah, ah
Say, say, say, say something to me
Ah, ah
Say, say, say, say something to me
You might also like
Headless angel
Body upgraded
But it's dead on arrival
Oh, billions
Twisted, manic
Cornucopeiac
Yeah, my cup overfloweth
Oh, billions

I never felt so close to you
I never felt so close
(I never felt so close to you)
(I never felt so close to you)

Psycho, priceless
Good in a crisis
Working the angles
Oh, billions

Hand it over (Ah), broker (Ah)
Give me the closure
He's the pearl, I'm the oyster
Oh, billions
Ah, ah
Say, say, say, say something to me
Ah, ah
Say, say, say, say something to me

Oh, I never felt so close to you
I  never felt so close to you
I never felt so close to you (I never felt so close)
I never felt so close to you (I never felt so, never felt so close to you, I never felt so close)
I never felt so close to you (I never felt so close, I never felt so close)
I never felt so close to you (I never felt so, never felt so close to you, I never felt so close)
I never felt so close to you (I never felt so close, I never felt so close)
I never felt so close to you (I never felt so, never felt so close to you, I never felt so close)
I never felt so close to you (I never felt so close, I never felt so close)
I never felt so close to you (I never felt so, never felt so close to you, I never felt so close)
I never felt so close19Embed",2022
Beth Orton,8059688,Friday Night,https://genius.com/Beth-orton-friday-night-lyrics,"6 ContributorsFriday Night Lyrics
Well, I've been dreaming of Proust all in my bed
And he speaks to me in my sleep
And he takes me to the other side
With his madeleines and friends
But when the sea comes in it's hard to believe
It'll ever go out again
And though I'll never get too close
I still hold you now and then

On a Friday night
On a Friday night

And there's a stillness left after you leave
It'll speak of what has been
And I'm laying in the dark awake
And I'm listening to thе rain
And my sorrow makes the city shine
Wе never had to feel that pain
But now these tears are prayers of empathy
And they wash me clean again

On a Friday night
On a Friday night
You might also like
Forgot that we had bones
Forgot that we could feel
Forgot that we'd wake up
And it'd all be real
It'd still be real

We'd been waiting for the light to change
We'd been waiting on a friend
And the only choice that was left to us
Was to bleed or rust in the rain
Now the measure of your absence
Is the presence that you leave
And, darling, that's where we put all the love
That we still have to give

On a Friday night
On a Friday night
On a Friday night
On a Friday night

Forgot that I had bones
Forgot that I could feel
Forgot that we'd wake up
And it'd still be real
It'd still be realEmbed",2022
Björk,8307697,Ancestress,https://genius.com/Bjork-ancestress-lyrics,"35 ContributorsAncestress Lyrics
My skull is my cathedral
Where this matrimort takes place
When I was a girl, she sang for me
In falsetto lullabies with sincerity
I thank her for her integrity

My ancestress' clock is ticking
Her once vibrant rebellion is fading
I am her hope-keeper
Assure hope is there
At, at all times

My ancestress has left all manners
Her pulsating skin rebelling
The doctors she despised
Placed a pacemaker inside her

When you're out of time
Oh, how you look back changes
Did you punish us for leaving?
Are you sure we hurt you?
Was it just not ""living""?
You might also like
She had idiosyncratic sense of rhythm
Dyslexia, the ultimate freeform
She invents words and adds syllables
Hand-writing, language all her own

I don't have that story in my mouth
When you die, you bring with you what you've given

The machine of her breathed all night
While she rested
Revealed her resilience
And then it, it didn't

You see with your own eyes
But hear with your mother's
There's fear of being absorbed
By the other

By now, we share the same flesh
As much as I tried to escape it
This is no mediocre debris
My ancestress this is
The odour of our final parting
Those have been
The perfumes of separation
For centuries
The perfumes of separation
For centuries
Ancestress

Nature wrote this psalm
It expands this realm
Translucent skin let go of
A cold palm embalmed1Embed",2022
Nilüfer Yanya,7372925,​midnight sun,https://genius.com/Nilufer-yanya-midnight-sun-lyrics,"15 Contributors​midnight sun Lyrics
I remember everything
So I can't take back anything
Unless that’s how I'm meant to feel
Find myself a better deal

So maybe
I better tie this up
I bet it all goes wrong

Do what they say, say, say
Could do with a drop of rain
I know when it's not ok
Can't keep my head down
Don't like
Whenever I'm not in pain

Peeling back not noticing
The blood and bones beneath my skin
Feelings that we can't compare
Taking chances anywhere

So maybe
I can't care too much
I can't clean this up
You might also like
Do what they say, say, say
Could do with a drop of rain
I know when it's not ok
Can't keep my head down
Don't like
Whenеver I'm not in pain
Whenevеr I try complain
To you we are all the same
Can't keep my mouth shut this time
Is that what they say, say, say

Love is raised by common thieves
Hiding diamonds up their sleeves
Always I did it for you
Never felt so sure
You're my best machine
You're my midnight sun
Always I did it for you

I remembered every line
If we go through it one more time
So show me how to split the real
Get me off this spinning wheel
So baby
I better turn this up
I hope it drowns you out

It that why they say, say, say
Could do with a drop of rain
It's that why it's so mundane?
Can't keep my eyes closed, too long
Whenever I'm not in pain
Whenever I try to explain
To you, we are not the same
Can’t keep my hands up far from
Is that why they say, say, say?

Love is raised by common thieves
Hiding diamonds up their sleeves
Always I did it for you
Never felt so sure
You're my best machine
You're my midnight sun
Always I did it for you

Love is raised by common thieves
Hiding diamonds up their sleeves
Always I did it for you
Never felt so sure
You're my best machine
You're my midnight sun
Always I did it for youEmbed",2022
